name,source,type,cleaned_name,freq
Microsoft Visual Studio,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,c-sharp,Microsoft Visual Studio,700
FFP,https://en.wikipedia.org/wiki/List_of_programming_languages,language,FFP,688
Exponentiation,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Exponentiation,685
Citrine,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Citrine,679
NetBeans,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,d,NetBeans,664
NetBeans,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,fortran,NetBeans,664
NetBeans,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,groovy,NetBeans,664
NetBeans,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,java,NetBeans,664
NetBeans,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,javascript,NetBeans,664
NetBeans,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,perl,NetBeans,664
NetBeans,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,php,NetBeans,664
NetBeans,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,ruby,NetBeans,664
Partial differential equation,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Partial differential equation,627
Long division,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Long division,624
Routing table,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Routing table,617
SuperCollider,https://en.wikipedia.org/wiki/List_of_programming_languages,language,SuperCollider,606
Binary tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Binary tree,595
BitC,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,BitC,584
Key exchange,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Key exchange,581
Lookup table,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Lookup table,574
Directed graph,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Directed graph,571
Image Compression,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo,Image Compression,559
Frame relay,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,protocol,Frame relay,551
Simulink,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Simulink,542
EGL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,EGL,541
SQLite,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,SQLite,538
Modula,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Modula,532
Modula-2,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Modula-2,532
Modula-2,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,Modula-2,532
NeXTSTEP,https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,NeXTSTEP,531
OCaml,https://en.wikipedia.org/wiki/List_of_programming_languages,language,OCaml,531
OCaml,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,OCaml,531
dBase,https://en.wikipedia.org/wiki/List_of_programming_languages,language,dBase,528
dBase,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,dBase,528
Golo,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Golo,521
TTM,https://en.wikipedia.org/wiki/List_of_programming_languages,language,TTM,519
Standard ML,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,Standard ML,513
Evolutionary computation,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Evolutionary computation,506
JDeveloper,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,java,JDeveloper,502
Kalman filter,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo,Kalman filter,501
Pict,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Pict,498
JASS,https://en.wikipedia.org/wiki/List_of_programming_languages,language,JASS,494
SHA 1,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,SHA 1,492
PL/I,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,PL/I,491
Ray tracing,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Ray tracing,490
OPL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,OPL,487
RPL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,RPL,482
Decision Trees,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Decision Trees,482
ECMAScript,https://en.wikipedia.org/wiki/List_of_programming_languages,language,ECMAScript,477
Network congestion,https://en.wikipedia.org/wiki/List_of_algorithms,network-algo,Network congestion,476
Visual FoxPro,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Visual FoxPro,472
ISO 8859,https://en.wikipedia.org/wiki/Character_encoding,encoding,ISO 8859:,472
ISO 8859-1,https://en.wikipedia.org/wiki/Character_encoding,encoding,ISO 8859-1,472
Visual FoxPro,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,Visual FoxPro,472
JScript,https://en.wikipedia.org/wiki/List_of_programming_languages,language,JScript,470
Symbol table,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Symbol table,468
Parse tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Parse tree,464
Enfilade,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Enfilade,463
LabVIEW,https://en.wikipedia.org/wiki/List_of_programming_languages,language,LabVIEW,460
LabVIEW (G),https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,LabVIEW,460
Newspeak,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Newspeak,456
Nial,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Nial,449
NGL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,NGL,448
Simula,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Simula,438
Simula,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,Simula,438
EBCDIC,https://en.wikipedia.org/wiki/Character_encoding,encoding,EBCDIC,435
SurfWatch,https://en.wikipedia.org/wiki/Comparison_of_content-control_software_and_providers,software,SurfWatch,434
Fantom,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Fantom,433
ARX,https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,ARX,426
Constraint satisfaction,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Constraint satisfaction,426
Tournament selection,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Tournament selection,419
LUKS,https://en.wikipedia.org/wiki/List_of_cryptographic_file_systems,filesystem,LUKS,417
CLU,https://en.wikipedia.org/wiki/List_of_programming_languages,language,CLU,413
CLU,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,CLU,413
JCL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,JCL,410
CUDA,https://en.wikipedia.org/wiki/List_of_programming_languages,language,CUDA,405
Reinforcement Learning,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Reinforcement Learning,401
RC4,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,RC4,400
Xcode (Apple),https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,c,Xcode,399
Xcode,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,d,Xcode,399
Xcode (Apple),https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,java,Xcode,399
Bourne shell (including bash and ksh),https://en.wikipedia.org/wiki/List_of_programming_languages,language,Bourne shell,388
OpenCL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,OpenCL,388
COMIT,https://en.wikipedia.org/wiki/List_of_programming_languages,language,COMIT,381
Simulated annealing,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Simulated annealing,369
LSL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,LSL,361
LSL,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,LSL,361
Oxygene,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,Oxygene,359
Uniface,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Uniface,355
RenderMan,https://en.wikipedia.org/wiki/List_of_3D_graphics_libraries,api,RenderMan,339
Net Nanny,https://en.wikipedia.org/wiki/Comparison_of_content-control_software_and_providers,software,Net Nanny,338
FORMAC,https://en.wikipedia.org/wiki/List_of_programming_languages,language,FORMAC,338
GAMS,https://en.wikipedia.org/wiki/List_of_programming_languages,language,GAMS,338
Unix shell,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Unix shell,338
Euclidean algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Euclidean algorithm,337
Modern Operating Systems,https://en.wikipedia.org/wiki/Category:Computer_science_books,book,Modern Operating Systems,335
Bayesian statistics,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo,Bayesian statistics,329
Linear interpolation,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Linear interpolation,328
Multiset,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Multiset,326
Cybil,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Cybil,321
Token ring,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,protocol,Token ring,319
Advanced Encryption Standard,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Advanced Encryption Standard,317
FDDI,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,protocol,FDDI,313
Perceptron,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Perceptron,299
POP-11,https://en.wikipedia.org/wiki/List_of_programming_languages,language,POP-11,296
Hypergraph,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Hypergraph,293
BBj,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,BBj,292
REXX,https://en.wikipedia.org/wiki/List_of_programming_languages,language,REXX,288
PIDA,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,python,PIDA,287
GOM (Good Old Mad),https://en.wikipedia.org/wiki/List_of_programming_languages,language,GOM,286
Quicksort,https://en.wikipedia.org/wiki/List_of_algorithms,sort-algo,Quicksort,284
Gaussian elimination,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Gaussian elimination,284
Windows Home Server (based on Windows Server 2003),https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,Windows Home Server,283
JBuilder,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,java,JBuilder,283
Gray code,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo,Gray code,281
Priority queue,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Priority queue,274
Data Encryption Standard,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Data Encryption Standard,273
BCPL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,BCPL,269
Mirah,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Mirah,269
Netezza,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,Netezza,269
MIIS,https://en.wikipedia.org/wiki/List_of_programming_languages,language,MIIS,268
Progress Software,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,Progress Software,267
XBL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,XBL,265
C Shell (csh),https://en.wikipedia.org/wiki/List_of_programming_languages,language,C Shell,264
Free list,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Free list,263
Esterel,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Esterel,263
Hamming distance,https://en.wikipedia.org/wiki/List_of_algorithms,sequence-algo,Hamming distance,262
Hamming distance,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo,Hamming distance,262
NASM,https://en.wikipedia.org/wiki/List_of_programming_languages,language,NASM,260
Object Pascal,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Object Pascal,252
Object Pascal,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,Object Pascal,252
Discrete Fourier transform,https://en.wikipedia.org/wiki/List_of_algorithms,dsp-algo,Discrete Fourier transform,249
B-tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,B-tree,248
B+ tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,B+ tree,248
BlueJ,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,java,BlueJ,248
Binary search tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Binary search tree,244
ABAP,https://en.wikipedia.org/wiki/List_of_programming_languages,language,ABAP,242
Adjacency matrix,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Adjacency matrix,241
Gradient descent,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Gradient descent,241
Radiosity,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Radiosity,240
Associative array,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Associative array,237
Jython,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Jython,236
Conjugate gradient,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Conjugate gradient,236
Clojure,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Clojure,234
Clojure,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,Clojure,234
ParaSail (programming language),https://en.wikipedia.org/wiki/List_of_programming_languages,language,ParaSail,233
SASL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,SASL,233
Combinatorial optimization,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Combinatorial optimization,233
Mutual exclusion,https://en.wikipedia.org/wiki/List_of_algorithms,ds-algo,Mutual exclusion,232
Xenix (licensed version of Unix; licensed to SCO in 1987),https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,Xenix,231
Windows Millennium Edition (Windows ME – Windows 4.9),https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,Windows Millennium Edition,229
Fast Fourier transform,https://en.wikipedia.org/wiki/List_of_algorithms,dsp-algo,Fast Fourier transform,228
Soundex,https://en.wikipedia.org/wiki/List_of_algorithms,sequence-algo,Soundex,220
Hough transform,https://en.wikipedia.org/wiki/List_of_algorithms,dsp-algo,Hough transform,220
Reference counting,https://en.wikipedia.org/wiki/List_of_algorithms,ds-algo,Reference counting,219
Scilab,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Scilab,218
TPU,https://en.wikipedia.org/wiki/List_of_programming_languages,language,TPU,218
VTK,https://en.wikipedia.org/wiki/List_of_3D_graphics_libraries,api,VTK,217
Directed acyclic graph,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Directed acyclic graph,216
Windows PowerShell,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Windows PowerShell,216
Céu,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Céu,215
Google Summer of Code,https://en.wikipedia.org/wiki/List_of_programming_contests,event,Google Summer of Code,213
DECnet,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,protocol,DECnet,211
CFML,https://en.wikipedia.org/wiki/List_of_programming_languages,language,CFML,210
Support Vector Machines,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Support Vector Machines,209
Ultrix,https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,Ultrix,208
Modula-3,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Modula-3,204
Forward error correction,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo,Forward error correction,204
Modula-3,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,Modula-3,204
Huffman coding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo,Huffman coding,203
Apple III,https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,Apple III,201
Scene graph,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Scene graph,199
REBOL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,REBOL,199
REBOL,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,REBOL,199
Hidden Markov model,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo,Hidden Markov model,198
Ext4,https://en.wikipedia.org/wiki/List_of_cryptographic_file_systems,filesystem,Ext4,195
OpenDNS,https://en.wikipedia.org/wiki/Comparison_of_content-control_software_and_providers,software,OpenDNS,195
Bit field,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Bit field,195
Agda,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Agda,192
Backpropagation,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Backpropagation,192
OmniMark,https://en.wikipedia.org/wiki/List_of_programming_languages,language,OmniMark,191
Unicon,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Unicon,191
SystemVerilog,https://en.wikipedia.org/wiki/List_of_programming_languages,language,SystemVerilog,190
Oracle JDeveloper,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,javascript,Oracle JDeveloper,190
R-tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,R-tree,188
R+ tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,R+ tree,188
R* tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,R* tree,188
ProDOS,https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,ProDOS,187
Unix System V,https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,Unix System V,186
Trial division,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Trial division,186
K0,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor,K0,185
K0,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor,K0,185
HIPPI,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,protocol,HIPPI,182
Display Adapter (WDDM),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard,Display Adapter,181
MHEG-5 (Interactive TV programming language),https://en.wikipedia.org/wiki/List_of_programming_languages,language,MHEG-5,180
Kotlin,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,Kotlin,179
gprof,https://en.wikipedia.org/wiki/List_of_performance_analysis_tools,software,gprof,178
Ioke,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Ioke,178
Pharo,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Pharo,178
Simplex algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Simplex algorithm,178
T-SQL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,T-SQL,174
Linter,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,Linter,174
Csound,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Csound,173
Discrete logarithm,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Discrete logarithm,172
Sparse matrix,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Sparse matrix,171
Feature detection,https://en.wikipedia.org/wiki/List_of_algorithms,dsp-algo,Feature detection,171
Rose tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Rose tree,170
Euler method,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Euler method,170
Apple Lisa,https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,Apple Lisa,168
Myrinet,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,protocol,Myrinet,168
HD Graphics (G4 Pentium/Celeron 1.05/1.15 GHz),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard,HD Graphics,167
HD Graphics (G3 Pentium/Celeron 1.0/1.1 GHz),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard,HD Graphics,167
HD Graphics (G2 Pentium/Celeron 1.1/1.15 GHz),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard,HD Graphics,167
HD Graphics (Clarkdale 0.733/0.9 GHz),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard,HD Graphics,167
HD Graphics (Bay Trail 0.667 - 0.854 GHz),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard,HD Graphics,167
HD Graphics (Arrandale 0.667/0.766 GHz),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard,HD Graphics,167
IBM AIX (Apple-customized),https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,IBM AIX,166
Swarm intelligence,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Swarm intelligence,160
Viterbi algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo,Viterbi algorithm,159
Merge sort,https://en.wikipedia.org/wiki/List_of_algorithms,sort-algo,Merge sort,158
SQR,https://en.wikipedia.org/wiki/List_of_programming_languages,language,SQR,157
Integer factorization,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Integer factorization,157
Gambas,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,basic,Gambas,156
Gambas,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,Gambas,156
Secret sharing,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Secret sharing,155
Emacs Lisp,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Emacs Lisp,154
ARexx,https://en.wikipedia.org/wiki/List_of_programming_languages,language,ARexx,153
NSIS,https://en.wikipedia.org/wiki/List_of_programming_languages,language,NSIS,152
k-means,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo,k-means,152
UTF-32,https://en.wikipedia.org/wiki/Character_encoding,encoding,UTF-32,151
IEEE-488,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,protocol,IEEE-488,150
Cilk,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Cilk,150
Lexical analysis,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Lexical analysis,150
DRAKON,https://en.wikipedia.org/wiki/List_of_programming_languages,language,DRAKON,149
nesC,https://en.wikipedia.org/wiki/List_of_programming_languages,language,nesC,147
DevPartner,https://en.wikipedia.org/wiki/List_of_performance_analysis_tools,software,DevPartner,145
TimesTen,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,TimesTen,143
Gibbs sampling,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Gibbs sampling,143
"Digital UNIX (derived from OSF/1, became HP's Tru64 UNIX)",https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,Digital UNIX,142
M2000,https://en.wikipedia.org/wiki/List_of_programming_languages,language,M2000,141
Visual Objects,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Visual Objects,141
Rapira,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Rapira,138
C++Builder,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,c,C++Builder,138
AspectJ,https://en.wikipedia.org/wiki/List_of_programming_languages,language,AspectJ,136
HyperTalk,https://en.wikipedia.org/wiki/List_of_programming_languages,language,HyperTalk,136
Bubble sort,https://en.wikipedia.org/wiki/List_of_algorithms,sort-algo,Bubble sort,136
HyperTalk,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,HyperTalk,136
IEEE 1394,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,protocol,IEEE 1394,134
TOPS-20 (for the PDP-10),https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,TOPS-20,132
Caml,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Caml,132
Zsh,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Zsh,132
GBK (Microsoft Code page 936),https://en.wikipedia.org/wiki/Character_encoding,encoding,GBK,132
KDevelop,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,c,KDevelop,132
KDevelop,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,d,KDevelop,132
KDevelop,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,fortran,KDevelop,132
KDevelop,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,java,KDevelop,132
KDevelop,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,pascal,KDevelop,132
KDevelop,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,perl,KDevelop,132
KDevelop,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,php,KDevelop,132
KDevelop,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,python,KDevelop,132
Region growing,https://en.wikipedia.org/wiki/List_of_algorithms,dsp-algo,Region growing,131
GLSL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,GLSL,128
Dynamic array,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Dynamic array,126
LANSA,https://en.wikipedia.org/wiki/List_of_programming_languages,language,LANSA,126
Linear search,https://en.wikipedia.org/wiki/List_of_algorithms,sequence-algo,Linear search,125
NetLogo,https://en.wikipedia.org/wiki/List_of_programming_languages,language,NetLogo,124
TADS,https://en.wikipedia.org/wiki/List_of_programming_languages,language,TADS,123
Line search,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Line search,123
Modelica,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Modelica,122
RT-11 (single user OS for PDP-11),https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,RT-11,121
Introduction to Algorithms,https://en.wikipedia.org/wiki/Category:Computer_science_books,book,Introduction to Algorithms,121
Metafont,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Metafont,120
ElGamal,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,ElGamal,120
Cryptographic hash functions:,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Cryptographic hash functions:,120
TOPS-10 (for the PDP-10),https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,TOPS-10,119
Twofish,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Twofish,119
Code::Blocks,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,c,Code::Blocks,119
Code::Blocks,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,d,Code::Blocks,119
Code::Blocks,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,fortran,Code::Blocks,119
Haxe,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Haxe,118
TTCN,https://en.wikipedia.org/wiki/List_of_programming_languages,language,TTCN,118
Haxe,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,Haxe,118
Abstract syntax tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Abstract syntax tree,117
Multigraph,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Multigraph,116
Histogram equalization,https://en.wikipedia.org/wiki/List_of_algorithms,dsp-algo,Histogram equalization,116
MariaDB,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,MariaDB,115
Open Inventor,https://en.wikipedia.org/wiki/List_of_3D_graphics_libraries,api,Open Inventor,114
Forward-backward,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo,Forward-backward,114
HMAC,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,HMAC,114
Datalog,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Datalog,113
LilyPond,https://en.wikipedia.org/wiki/List_of_programming_languages,language,LilyPond,113
EnterpriseDB,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,EnterpriseDB,112
Symmetric (secret key) encryption:,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Symmetric  encryption:,112
Morfik,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,pascal,Morfik,111
Fjölnir,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Fjölnir,110
InterBase,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,InterBase,110
Elliptic curve cryptography,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Elliptic curve cryptography,110
SafeSearch,https://en.wikipedia.org/wiki/Comparison_of_content-control_software_and_providers,software,SafeSearch,108
DASL (Datapoint's Advanced Systems Language),https://en.wikipedia.org/wiki/List_of_programming_languages,language,DASL,107
